CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0.016675
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0.01665
CPU	 31	 0
CPU	 33	 0.01665
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0.016675
CPU	 41	 0.016675
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0.016675
CPU	 49	 0.016675
CPU	 51	 0
CPU	 53	 0
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0.016675
CPU	 61	 0.016675
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0.016675
CPU	 71	 0.03335
CPU	 73	 0.016675
CPU	 75	 0
CPU	 77	 0.033325
CPU	 79	 0
CPU	 81	 0.016675
CPU	 83	 0.033325
CPU	 85	 0.01665
CPU	 87	 0.016675
CPU	 89	 0.01665
CPU	 91	 0
CPU	 93	 0.01665
CPU	 95	 0.016675
CPU	 97	 0.01665
CPU	 99	 0.01665
IO	 0	 8.6
IO	 2	 8.73333
IO	 4	 8.8
IO	 6	 8.88332
IO	 8	 8.96665
IO	 10	 9.03332
IO	 12	 9.08335
IO	 14	 9.13332
IO	 16	 9.21668
IO	 18	 9.25
IO	 20	 9.31668
IO	 22	 9.38335
IO	 24	 9.41665
IO	 26	 9.43335
IO	 28	 9.5
IO	 30	 9.51667
IO	 32	 9.53332
IO	 34	 9.58335
IO	 36	 9.6
IO	 38	 9.6
IO	 40	 9.61668
IO	 42	 9.63332
IO	 44	 9.65
IO	 46	 9.66665
IO	 48	 9.66665
IO	 50	 9.65
IO	 52	 9.66667
IO	 54	 9.68332
IO	 56	 9.68335
IO	 58	 9.66665
IO	 60	 9.65
IO	 62	 9.63332
IO	 64	 9.63332
IO	 66	 9.6
IO	 68	 9.58333
IO	 70	 9.56665
IO	 72	 9.55
IO	 74	 9.5
IO	 76	 9.46668
IO	 78	 9.41667
IO	 80	 9.35
IO	 82	 9.31665
IO	 84	 9.25
IO	 86	 9.21668
IO	 88	 9.13335
IO	 90	 9.08333
IO	 92	 9
IO	 94	 8.95
IO	 96	 8.88332
IO	 98	 8.8
