CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0.016675
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0.01665
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0.016675
CPU	 41	 0
CPU	 43	 0.016675
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0.01665
CPU	 51	 0.016675
CPU	 53	 0
CPU	 55	 0.016675
CPU	 57	 0.016675
CPU	 59	 0.01665
CPU	 61	 0.016675
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0.01665
CPU	 69	 0
CPU	 71	 0.016675
CPU	 73	 0
CPU	 75	 0.016675
CPU	 77	 0.016675
CPU	 79	 0.016675
CPU	 81	 0.016675
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0.016675
CPU	 89	 0.016675
CPU	 91	 0.016675
CPU	 93	 0.016675
CPU	 95	 0.016675
CPU	 97	 0
CPU	 99	 0
IO	 0	 6
IO	 2	 6.06668
IO	 4	 6.11667
IO	 6	 6.18335
IO	 8	 6.23335
IO	 10	 6.28335
IO	 12	 6.31668
IO	 14	 6.36667
IO	 16	 6.4
IO	 18	 6.45
IO	 20	 6.48335
IO	 22	 6.5
IO	 24	 6.55
IO	 26	 6.58333
IO	 28	 6.61667
IO	 30	 6.63333
IO	 32	 6.66665
IO	 34	 6.68335
IO	 36	 6.68332
IO	 38	 6.71668
IO	 40	 6.73332
IO	 42	 6.73335
IO	 44	 6.75
IO	 46	 6.75
IO	 48	 6.76668
IO	 50	 6.76668
IO	 52	 6.76665
IO	 54	 6.76668
IO	 56	 6.76665
IO	 58	 6.75
IO	 60	 6.75
IO	 62	 6.71668
IO	 64	 6.71665
IO	 66	 6.7
IO	 68	 6.68335
IO	 70	 6.65
IO	 72	 6.61667
IO	 74	 6.6
IO	 76	 6.56665
IO	 78	 6.51665
IO	 80	 6.48332
IO	 82	 6.45
IO	 84	 6.41667
IO	 86	 6.36667
IO	 88	 6.31665
IO	 90	 6.26665
IO	 92	 6.21665
IO	 94	 6.16665
IO	 96	 6.11667
IO	 98	 6.06668
